,Job_id,Job_title,Employement_num,Employment_per_1000_jobs,Median_hourly_wage,Mean_hourly_wage,Annual_mean_wage,Job_Location,Job_Tax
102,103,"Entertainment and Recreation Managers, Except Gambling","50,440",0.358,59.34,58.58,"1,21,840",Alaska,2
103,104,Lodging Managers,"3,16,760",2.248,38.75,43.87,"91,250",Alaska,2
104,105,Medical and Health Services Managers,"18,74,100",13.302,49.49,54.68,"1,13,720",Alaska,2
105,106,Natural Sciences Managers,"1,52,610",1.083,44.71,46.46,"96,650",Alaska,2
106,107,Postmasters and Mail Superintendents,"13,64,180",9.683,58.05,58.17,"1,20,990",Alaska,2
107,108,"Property, Real Estate, and Community Association Managers","1,90,120",1.349,47.22,46.97,"97,710",Alaska,2
108,109,Social and Community Service Managers,"84,820",0.602,37.03,39.09,"81,320",Alaska,2
109,110,Emergency Management Directors,"82,380",0.585,38.41,45.9,"95,460",Alaska,2
110,111,Personal Service Managers,"3,70,190",2.628,45.8,47.2,"98,180",Alaska,2
111,112,Funeral Home Managers,"2,64,840",1.88,47.44,49.9,"1,03,800",Alaska,2
112,113,"Personal Service Managers, All Other","23,040",0.164,50.91,60.24,"1,25,300",Alaska,2
113,114,"Managers, All Other","1,770",0.013,51.97,54.05,"1,12,430",Alaska,2
114,115,Business and Financial Operations Occupations,"98,700",0.701,39.59,46.07,"95,830",Alaska,2
115,116,Accountant,"31,370",0.223,45.95,47.81,"99,450",Alaska,2
116,117,Attorney,"1,05,980",0.752,48.52,52.24,"1,08,660",Alaska,2
117,118,Truck Driver,"3,970",0.028,30.03,37.48,"77,960",Alaska,2
118,119,Data Analyst,"24,36,520",17.294,38.39,44.1,"91,740",Alaska,2
119,120,Management Consultant,"1,76,840",1.255,37.34,39.85,"82,880",Alaska,2
120,121,Engineer,"1,17,830",0.836,38.16,42.98,"89,400",Alaska,2
121,122,Teacher,"1,00,400",0.713,38.55,44.19,"91,900",Alaska,2
122,123,Psychologist,"17,430",0.124,32.67,36.05,"74,980",Alaska,2
123,124,Stock Broker,"59,000",0.419,29.78,33.59,"69,870",Alaska,2
124,125,Electrician,"12,610",0.09,33.12,35.34,"73,510",Alaska,2
125,126,Pilot,"46,390",0.329,29.62,33.12,"68,880",Alaska,2
126,127,Investment Banker,"16,31,080",11.577,47.62,50,"1,04,000",Alaska,2
127,128,Financial Advisor,"56,640",0.402,58.78,59.12,"1,22,970",Alaska,2
128,129,Police,"1,120",0.008,39.73,41.99,"87,350",Alaska,2
129,130,Registered Nurse,"17,190",0.122,46.83,48.57,"1,01,020",Alaska,2
130,131,Management Occupations,"24,180",0.172,50.75,58.58,"1,21,840",Arizona,3
131,132,Top Executives,"3,04,310",2.16,42.33,45.91,"95,490",Arizona,3
132,133,Chief Executives,"73,750",0.523,61.62,65.5,"1,36,230",Arizona,3
133,134,General and Operations Managers,"2,93,190",2.081,48.93,53.21,"1,10,670",Arizona,3
134,135,Legislators,"1,86,020",1.32,48.28,51.87,"1,07,890",Arizona,3
135,136,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","1,07,170",0.761,50.39,55.53,"1,15,490",Arizona,3
136,137,Advertising and Promotions Managers,"42,660",0.303,46.55,48.18,"1,00,220",Arizona,3
137,138,Marketing and Sales Managers,"3,16,820",2.249,45.82,45.92,"95,520",Arizona,3
138,139,Marketing Managers,"22,870",0.162,47.62,47.93,"99,700",Arizona,3
139,140,Sales Managers,"2,93,950",2.086,45.82,45.77,"95,200",Arizona,3
140,141,Public Relations and Fundraising Managers,"7,380",0.052,44.89,47.03,"97,820",Arizona,3
141,142,Public Relations Managers,"21,530",0.153,47.26,49.02,"1,01,950",Arizona,3
142,143,Fundraising Managers,"2,78,240",1.975,45.82,46.64,"97,000",Arizona,3
143,144,Operations Specialties Managers,"7,370",0.052,46.68,48.29,"1,00,450",Arizona,3
144,145,Administrative Services and Facilities Managers,"12,670",0.09,57.87,58.54,"1,21,760",Arizona,3
145,146,Administrative Services Managers,"22,100",0.157,62.91,70.06,"1,45,720",Arizona,3
146,147,Facilities Managers,"1,51,940",1.078,48.38,51.83,"1,07,800",Arizona,3
147,148,Computer and Information Systems Managers,"6,28,600",4.462,28.99,30.01,"62,420",Arizona,3
148,149,Financial Managers,"1,85,200",1.315,28.99,29.66,"61,680",Arizona,3
149,150,Industrial Production Managers,"1,01,310",0.719,29.01,29.14,"60,620",Arizona,3
150,151,Purchasing Managers,"20,830",0.148,29.57,32.26,"67,090",Arizona,3
151,152,"Transportation, Storage, and Distribution Managers","47,760",0.339,28.94,30.12,"62,650",Arizona,3
152,153,Compensation and Benefits Managers,"15,300",0.109,26.08,28.04,"58,330",Arizona,3
153,154,Human Resources Managers,"3,87,330",2.749,29.18,31.06,"64,600",Arizona,3
154,155,Training and Development Managers,"10,900",0.077,35.37,35.34,"73,510",Arizona,3
155,156,Other Management Occupations,"64,170",0.455,28.04,27.89,"58,000",Arizona,3
156,157,"Farmers, Ranchers, and Other Agricultural Managers","1,01,450",0.72,30.6,33.21,"69,070",Arizona,3
157,158,Construction Managers,"11,590",0.082,29.02,30.71,"63,880",Arizona,3
158,159,Education and Childcare Administrators,"14,910",0.106,23.27,27.21,"56,590",Arizona,3
159,160,"Education and Childcare Administrators, Preschool and Daycare","62,030",0.44,28.95,29.44,"61,230",Arizona,3
160,161,"Education Administrators, Kindergarten through Secondary","40,180",0.285,29.07,30.47,"63,390",Arizona,3
161,162,"Education Administrators, Postsecondary","8,500",0.06,29.01,30.19,"62,800",Arizona,3
162,163,"Education Administrators, All Other","73,600",0.522,29.78,32.83,"68,290",Arizona,3
163,164,Architectural and Engineering Managers,"56,070",0.398,22.55,23.95,"49,810",Arizona,3
164,165,Food Service Managers,"12,73,640",9.04,34.97,38.81,"80,730",Arizona,3
165,166,Entertainment and Recreation Managers,"3,04,980",2.165,38.53,44.8,"93,190",Arizona,3
166,167,Gambling Managers,"31,920",0.227,35.66,38.45,"79,970",Arizona,3
167,168,"Entertainment and Recreation Managers, Except Gambling","2,790",0.02,31.29,38.65,"80,390",Arizona,3
168,169,Lodging Managers,"13,510",0.096,37.66,40.46,"84,150",Arizona,3
169,170,Medical and Health Services Managers,"15,610",0.111,32.09,36.68,"76,290",Arizona,3
170,171,Natural Sciences Managers,"1,17,460",0.834,39.75,45.18,"93,970",Arizona,3
171,172,Postmasters and Mail Superintendents,"35,050",0.249,49.17,54.55,"1,13,460",Arizona,3
172,173,"Property, Real Estate, and Community Association Managers","19,430",0.138,38.11,42.22,"87,820",Arizona,3
173,174,Social and Community Service Managers,"15,930",0.113,31.08,33.8,"70,300",Arizona,3
174,175,Emergency Management Directors,"47,050",0.334,39.68,43.27,"90,010",Arizona,3
175,176,Personal Service Managers,"32,040",0.227,30.65,32.73,"68,080",Arizona,3
176,177,Funeral Home Managers,"22,550",0.16,30.65,32.81,"68,230",Arizona,3
177,178,"Personal Service Managers, All Other","9,500",0.067,30.82,32.56,"67,710",Arizona,3
178,179,"Managers, All Other","1,16,740",0.829,43.58,49.44,"1,02,830",Arizona,3
179,180,Business and Financial Operations Occupations,"8,180",0.058,37.9,41.7,"86,740",Arizona,3
180,181,Accountant,"1,08,550",0.77,45.82,50.02,"1,04,050",Arizona,3
181,182,Attorney,"6,820",0.048,39.18,45.4,"94,430",Arizona,3
182,183,Truck Driver,"2,44,340",1.734,39.47,46.32,"96,340",Arizona,3
183,184,Data Analyst,"21,950",0.156,70.89,72.36,"1,50,510",Arizona,3
184,185,Management Consultant,"1,930",0.014,61.62,67.02,"1,39,410",Arizona,3
185,186,Engineer,"20,020",0.142,73.29,72.88,"1,51,580",Arizona,3
186,187,Teacher,"8,520",0.061,45.47,46.58,"96,880",Arizona,3
187,188,Psychologist,"87,290",0.62,38.34,43.43,"90,330",Arizona,3
188,189,Stock Broker,"80,600",0.572,38.19,42.85,"89,130",Arizona,3
189,190,Electrician,"6,690",0.047,48.12,50.38,"1,04,790",Arizona,3
190,191,Pilot,"1,06,910",0.759,37.66,41.82,"86,980",Arizona,3
191,192,Investment Banker,"76,890",0.546,36.79,39.06,"81,240",Arizona,3
192,193,Financial Advisor,"23,620",0.168,40.23,49.78,"1,03,550",Arizona,3
193,194,Police,"6,390",0.045,40.4,45.57,"94,780",Arizona,3
194,195,Registered Nurse,"19,680",0.14,50.05,54.43,"1,13,220",Arizona,3
195,196,Management Occupations,"2,46,680",1.751,38.89,43.66,"90,810",Arkansas,4
196,197,Top Executives,"15,640",0.111,50.79,58.09,"1,20,830",Arkansas,4
197,198,Chief Executives,"8,850",0.063,28.72,31.1,"64,690",Arkansas,4
198,199,General and Operations Managers,"1,29,620",0.92,38.96,44.28,"92,100",Arkansas,4
199,200,Legislators,610,0.004,50.63,54.48,"1,13,320",Arkansas,4
200,201,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","58,100",0.412,39.67,47.9,"99,640",Arkansas,4
201,202,Advertising and Promotions Managers,"57,110",0.405,37.88,39.8,"82,770",Arkansas,4
202,203,Marketing and Sales Managers,"13,800",0.098,49.47,47.12,"98,010",Arkansas,4
203,204,Marketing Managers,"2,640",0.019,44.67,46.28,"96,260",Arkansas,4
204,205,Sales Managers,"38,940",0.276,37.74,39.09,"81,310",Arkansas,4
205,206,Public Relations and Fundraising Managers,"50,990",0.362,39.61,43.19,"89,840",Arkansas,4
206,207,Public Relations Managers,"6,650",0.047,29.76,32.12,"66,800",Arkansas,4
207,208,Fundraising Managers,"1,440",0.01,40.97,41.7,"86,740",Arkansas,4
208,209,Operations Specialties Managers,"2,910",0.021,30.74,34.68,"72,130",Arkansas,4
209,210,Administrative Services and Facilities Managers,"5,650",0.04,58.9,57.9,"1,20,430",Arkansas,4
210,211,Administrative Services Managers,"34,330",0.244,40.59,43.7,"90,900",Arkansas,4
211,212,Facilities Managers,"3,49,540",2.481,23.25,25.91,"53,890",Arkansas,4
212,213,Computer and Information Systems Managers,"25,090",0.178,21.49,22.23,"46,240",Arkansas,4
213,214,Financial Managers,"13,560",0.096,19.44,21.56,"44,850",Arkansas,4
214,215,Industrial Production Managers,"11,530",0.082,22.4,23.01,"47,870",Arkansas,4
215,216,Purchasing Managers,"76,150",0.541,23.15,24.89,"51,770",Arkansas,4
216,217,"Transportation, Storage, and Distribution Managers","57,690",0.409,23.56,26.46,"55,040",Arkansas,4
217,218,Compensation and Benefits Managers,"46,860",0.333,23.01,25.88,"53,830",Arkansas,4
218,219,Human Resources Managers,"34,110",0.242,22.78,24.3,"50,550",Arkansas,4
219,220,Training and Development Managers,"9,210",0.065,23.23,28.4,"59,080",Arkansas,4
220,221,Other Management Occupations,"3,550",0.025,29.94,34.5,"71,760",Arkansas,4
221,222,"Farmers, Ranchers, and Other Agricultural Managers","5,360",0.038,47.76,45.77,"95,200",Arkansas,4
222,223,Construction Managers,"28,690",0.204,23.9,27.13,"56,430",Arkansas,4
223,224,Education and Childcare Administrators,"30,440",0.216,18.89,20.87,"43,420",Arkansas,4
224,225,"Education and Childcare Administrators, Preschool and Daycare","79,250",0.563,24.21,27.83,"57,880",Arkansas,4
225,226,"Education Administrators, Kindergarten through Secondary","17,020",0.121,29.78,32.14,"66,850",Arkansas,4
226,227,"Education Administrators, Postsecondary","62,230",0.442,23.57,26.65,"55,420",Arkansas,4
227,228,"Education Administrators, All Other","1,28,090",0.909,36,36.13,"75,150",Arkansas,4
228,229,Architectural and Engineering Managers,"1,06,340",0.755,37.29,37.86,"78,740",Arkansas,4
229,230,Food Service Managers,"21,750",0.154,24.58,27.67,"57,560",Arkansas,4
230,231,Entertainment and Recreation Managers,"22,39,680",15.897,23.28,25.94,"53,960",Arkansas,4
231,232,Gambling Managers,"21,57,410",15.313,23.27,25.94,"53,950",Arkansas,4
232,233,"Entertainment and Recreation Managers, Except Gambling","7,81,830",5.549,23.73,27.12,"56,410",Arkansas,4
233,234,Lodging Managers,"2,96,370",2.104,29.09,30.33,"63,090",Arkansas,4
234,235,Medical and Health Services Managers,"54,800",0.389,23.98,28.69,"59,660",Arkansas,4
235,236,Natural Sciences Managers,"90,310",0.641,18.54,21.51,"44,740",Arkansas,4
236,237,Postmasters and Mail Superintendents,"3,10,880",2.207,23.33,25.72,"53,490",Arkansas,4
237,238,"Property, Real Estate, and Community Association Managers","29,480",0.209,21.71,23.91,"49,730",Arkansas,4
238,239,Social and Community Service Managers,"6,77,440",4.808,24.23,27.83,"57,880",Arkansas,4
239,240,Emergency Management Directors,"3,40,050",2.414,23.63,26.39,"54,880",Arkansas,4
240,241,Personal Service Managers,"1,73,860",1.234,29.25,29.96,"62,310",Arkansas,4
241,242,Funeral Home Managers,"1,13,810",0.808,23.62,27.79,"57,800",Arkansas,4
242,243,"Personal Service Managers, All Other","49,730",0.353,29.42,30.29,"63,010",Arkansas,4
243,244,"Managers, All Other","6,98,130",4.955,20.43,22.78,"47,380",Arkansas,4
244,245,Business and Financial Operations Occupations,"55,830",0.396,29.13,31.22,"64,930",Arkansas,4
245,246,Accountant,"92,140",0.654,28.97,30.43,"63,290",Arkansas,4
246,247,Attorney,"3,98,380",2.828,18.08,19.45,"40,460",Arkansas,4
247,248,Truck Driver,"61,010",0.433,22.4,22.97,"47,780",Arkansas,4
248,249,Data Analyst,"90,770",0.644,22.78,24.28,"50,510",Arkansas,4
249,250,Management Consultant,"82,280",0.584,23.35,26.13,"54,340",Arkansas,4
250,251,Engineer,"50,790",0.36,23.9,27.51,"57,230",Arkansas,4
251,252,Teacher,"21,000",0.149,22.59,25.42,"52,880",Arkansas,4
252,253,Psychologist,"10,490",0.074,18.03,20.81,"43,290",Arkansas,4
253,254,Stock Broker,"11,78,140",8.362,39.63,54.38,"1,13,100",Arkansas,4
254,255,Electrician,"7,44,760",5.286,61.32,69.46,"1,44,470",Arkansas,4
255,256,Pilot,"6,95,810",4.939,61.39,70.3,"1,46,220",Arkansas,4
256,257,Investment Banker,"6,81,010",4.834,61.54,71.17,"1,48,030",Arkansas,4
257,258,Financial Advisor,"14,800",0.105,24.4,30.16,"62,730",Arkansas,4
258,259,Police,"48,950",0.347,53.15,57.54,"1,19,690",Arkansas,4
259,260,Registered Nurse,"13,840",0.098,49.3,50.08,"1,04,160",Arkansas,4
260,261,Management Occupations,"7,320",0.052,23.76,29.98,"62,350",California,5
261,262,Top Executives,"27,790",0.197,71.17,68.52,"1,42,520",California,5
262,263,Chief Executives,"4,33,380",3.076,26.38,28.46,"59,190",California,5
263,264,General and Operations Managers,"3,36,250",2.387,27.03,28.04,"58,330",California,5
264,265,Legislators,"97,130",0.689,24.78,29.89,"62,170",California,5
265,266,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","51,040",0.362,22.74,25.19,"52,390",California,5
266,267,Advertising and Promotions Managers,"46,090",0.327,28.75,35.1,"73,000",California,5
267,268,Marketing and Sales Managers,"81,91,930",58.146,27.51,29.88,"62,140",California,5
268,269,Marketing Managers,"13,40,560",9.515,32.72338832,37.32147119,"95,200",California,5
269,270,Sales Managers,"79,640",0.565,32.72338832,37.32147119,"1,05,720",California,5
270,271,Public Relations and Fundraising Managers,"81,740",0.58,32.72338832,37.32147119,"88,730",California,5
271,272,Public Relations Managers,"37,600",0.267,32.72338832,37.32147119,"89,610",California,5
272,273,Fundraising Managers,"44,140",0.313,32.72338832,37.32147119,"87,980",California,5
273,274,Operations Specialties Managers,"41,380",0.294,32.72338832,37.32147119,"1,13,150",California,5
274,275,Administrative Services and Facilities Managers,"5,950",0.042,32.72338832,37.32147119,"98,600",California,5
275,276,Administrative Services Managers,"35,440",0.252,32.72338832,37.32147119,"1,15,590",California,5
276,277,Facilities Managers,"57,440",0.408,32.72338832,37.32147119,"98,430",California,5
277,278,Computer and Information Systems Managers,"8,570",0.061,32.72338832,37.32147119,"97,520",California,5
278,279,Financial Managers,"47,690",0.338,32.72338832,37.32147119,"98,710",California,5
279,280,Industrial Production Managers,"1,180",0.008,32.72338832,37.32147119,"93,510",California,5
280,281,Purchasing Managers,"48,420",0.344,32.72338832,37.32147119,"97,110",California,5
281,282,"Transportation, Storage, and Distribution Managers","10,250",0.073,32.72338832,37.32147119,"1,02,840",California,5
282,283,Compensation and Benefits Managers,"20,260",0.144,32.72338832,37.32147119,"94,060",California,5
283,284,Human Resources Managers,"5,440",0.039,32.72338832,37.32147119,"92,210",California,5
284,285,Training and Development Managers,"12,460",0.088,32.72338832,37.32147119,"99,480",California,5
285,286,Other Management Occupations,"1,08,100",0.767,32.72338832,37.32147119,"94,340",California,5
286,287,"Farmers, Ranchers, and Other Agricultural Managers","5,010",0.036,32.72338832,37.32147119,"1,02,110",California,5
287,288,Construction Managers,"9,040",0.064,32.72338832,37.32147119,"91,680",California,5
288,289,Education and Childcare Administrators,"11,790",0.084,32.72338832,37.32147119,"1,24,090",California,5
289,290,"Education and Childcare Administrators, Preschool and Daycare","3,440",0.024,32.72338832,37.32147119,"88,150",California,5
290,291,"Education Administrators, Kindergarten through Secondary","14,060",0.1,32.72338832,37.32147119,"98,980",California,5
291,292,"Education Administrators, Postsecondary","36,060",0.256,32.72338832,37.32147119,"88,390",California,5
292,293,"Education Administrators, All Other","12,550",0.089,32.72338832,37.32147119,"87,850",California,5
293,294,Architectural and Engineering Managers,"16,140",0.115,32.72338832,37.32147119,"87,320",California,5
294,295,Food Service Managers,"2,59,890",1.845,32.72338832,37.32147119,"1,19,880",California,5
295,296,Entertainment and Recreation Managers,"1,91,830",1.362,32.72338832,37.32147119,"1,33,310",Colorado,6
296,297,Gambling Managers,"68,060",0.483,32.72338832,37.32147119,"82,040",Colorado,6
297,298,"Entertainment and Recreation Managers, Except Gambling","63,100",0.448,32.72338832,37.32147119,"77,260",Colorado,6
298,299,Lodging Managers,"58,780",0.417,32.72338832,37.32147119,"76,990",Colorado,6
299,300,Medical and Health Services Managers,"4,330",0.031,32.72338832,37.32147119,"80,850",Colorado,6
300,301,Natural Sciences Managers,"40,170",0.285,32.72338832,37.32147119,"97,720",Colorado,6
301,302,Postmasters and Mail Superintendents,"13,790",0.098,32.72338832,37.32147119,"81,730",Colorado,6
302,303,"Property, Real Estate, and Community Association Managers","14,110",0.1,32.72338832,37.32147119,"1,30,820",Colorado,6
303,304,Social and Community Service Managers,"12,280",0.087,32.72338832,37.32147119,"77,650",Colorado,6
304,305,Emergency Management Directors,"2,39,610",1.701,32.72338832,37.32147119,"85,110",Colorado,6
